node,x,y,pm
158,50.843835999999996,4.3780019999999995,93.2356838171
159,50.845683,4.368582,73.0199010585
160,50.854128,4.3780019999999995,77.06697458939999
161,50.87693,4.400722,99.98156291020001
162,50.851240999999995,4.396386,67.7696183045
163,50.793682000000004,4.418497,60.7025272429
164,50.889603,4.3739669999999995,65.5982412424
165,50.867708,4.357532,43.5423933819
166,50.80941,4.386541,77.7476749914
167,50.837912,4.347421,75.1291291517
168,50.8405,4.356878,68.8737698393
169,50.852356,4.408634999999999,75.33710186260001
170,50.836304,4.41505,75.6830011052
171,50.875826,4.329921,58.4221086701
172,50.837036,4.4068260000000015,62.87558258510001
173,50.837726,4.381565,57.1141433037
174,50.829631,4.3692,66.4031129784
175,50.84771,4.377552,73.6499238726
176,50.834634,4.456746,69.7429770467
177,50.872169,4.298216,82.8829616046
178,50.827831,4.431822,62.6730520085
179,50.843613,4.360628,73.3533865479
180,50.80037700000001,4.326985,75.6398021621
181,50.829928,4.390357,54.627103762299996
182,50.859096,4.379117,76.1260145942
183,50.839217,4.398015,63.9798558446
184,50.798344,4.419014,60.8177868858
185,50.867241,4.40287,57.863476116499996
186,50.818283,4.363568,87.8359656847
187,50.833931,4.343155,84.70942246770001
188,50.829715,4.455151,67.37301938510001
189,50.81652800000001,4.290832,98.6161597459
190,50.822207,4.389325,76.2721221332
191,50.818771399999996,4.350961,79.4434469327
192,50.872744,4.376647,80.5927926709
193,50.83975,4.385426,71.9249263424
194,50.855268,4.3587169999999995,67.2482267802
195,50.823986,4.3737900000000005,55.4870826708
196,50.847546,4.4500150000000005,73.0925962447
197,50.815681,4.408119999999999,69.5661934046
198,50.845333000000004,4.356475,89.7953549309
199,50.872592,4.379886,72.6879923273
200,50.824048,4.359896,73.6288779035
201,50.851158,4.309591,81.6700883909
202,50.869764,4.388191,76.03960916279999
203,50.872002,4.4032860000000005,64.7720549741
204,50.86002,4.3075019999999995,74.58484241859999
205,50.894005,4.3319019999999995,75.9494451633
206,50.840282,4.3801309999999996,73.06063161659999
207,50.817392,4.3541050000000014,67.8991732946
208,50.845365,4.41788,63.37256966020001
209,50.867447999999996,4.326807,81.20876843479999
210,50.794185999999996,4.366336,70.9531500802
211,50.845228999999996,4.404311,65.8157864961
212,50.859111999999996,4.39157,50.5839205185
213,50.832194,4.377694,49.9237763459
214,50.832749,4.3310580000000005,67.8202577155
215,50.831936,4.3530370000000005,86.3283618559
216,50.828602000000004,4.299621,74.9393993009
217,50.885884999999995,4.342003,60.296474374700004
218,50.819641,4.4129260000000015,70.8090481686
219,50.803917,4.349116,86.88339652110001
220,50.870259000000004,4.343195,61.1917454339
221,50.862808,4.4107910000000015,75.5059659219
222,50.835503,4.2995730000000005,66.37464485859999
223,50.885197,4.317648,80.0680664021
224,50.821846,4.284394,70.6572126001
225,50.81052800000001,4.40231,72.3210036551
226,50.814958000000004,4.4169870000000016,67.95204228850001
227,50.832355,4.432358,69.6251481991
228,50.847976,4.343696,66.635230758
229,50.893496999999996,4.363297,73.3096244056
230,50.861788,4.2929129999999995,84.8557757647
231,50.807903,4.392755999999999,82.0451668365
232,50.850176,4.346384,82.9287572766
233,50.79528,4.40832,77.6193219124
234,50.863388,4.386222,71.5451252288
235,50.897521999999995,4.334830999999999,80.4685940834
236,50.837499,4.335947,69.90468507770001
237,50.791579999999996,4.332669,62.1561504265
238,50.855185999999996,4.415246,75.8402680207
239,50.845817,4.383722,72.6806896267
240,50.842667,4.295939,57.088533131999995
241,50.856208,4.403386,60.021995610699996
242,50.846874,4.29817,65.5043449035
243,50.845256,4.374501,82.86850557140001
244,50.828012,4.3717559999999995,73.9788415564
245,50.80814,4.336901,51.386661895100005
246,50.820244,4.4300809999999995,89.0083571717
247,50.821735,4.405622,84.185027625
248,50.830011999999996,4.378625,61.4663473971
249,50.829985,4.344557,67.1043408291
250,50.805801,4.3194,59.4316808904
251,50.80534,4.372123,71.9381969224
252,50.864761,4.294429,56.9405175212
253,50.866378999999995,4.303281,78.0665201707
254,50.840184,4.341324,66.6649921522
255,50.846319,4.3622440000000005,62.698390911400004
256,50.850845,4.299658999999999,60.39695892859999
257,50.859302,4.35485,67.0741025388
258,50.849761,4.369356,72.9244282366
259,50.843556,4.3550059999999995,73.7665396324
260,50.8615,4.351143,69.987682799
261,50.854789000000004,4.312201,72.49729137770001
262,50.853203,4.341823000000001,76.4636465651
263,50.820391,4.385358,75.9255085876
264,50.812325,4.427962,70.0731934033
265,50.881889,4.347448,55.601103425699996
266,50.801594,4.340061,74.9648619104
267,50.825888,4.340388,67.5158540742
268,50.817775,4.384971,67.269211196
269,50.867955,4.379576999999999,78.4049566324
270,50.849215,4.329184,64.8311243828
271,50.863445,4.34635,74.14765543899999
272,50.818113000000004,4.371446,48.07760091390001
273,50.833079999999995,4.35743,93.700298358
274,50.869809000000004,4.371808000000001,69.9193069262
275,50.813469,4.338951,73.46672758369999
276,50.833304,4.366611,63.2281196023
277,50.859127,4.414406,81.78722889689999
278,50.861709999999995,4.403147,68.9933087846
279,50.831078000000005,4.398546,77.58341363310001
280,50.85778,4.368144,73.1846690552
281,50.813587,4.324681,72.5318286267
282,50.816948,4.426551,65.9800547207
283,50.843617,4.425324,60.528156464700004
284,50.834705,4.421643,63.417705751199996
285,50.797739,4.336083,56.675571910600006
286,50.847158,4.393255,65.5125120438
287,50.873084999999996,4.35859,76.2765884656
288,50.835699,4.338826,74.8130423798
289,50.875209999999996,4.317954,77.23967801100001
290,50.854166,4.322948,80.1331186482
291,50.860862,4.339182,82.4871563716
292,50.814820000000005,4.26534,63.241937908800004
293,50.867643,4.385816999999999,81.2891103011
294,50.834755,4.305962,70.9168956959
295,50.839024,4.362168,70.154086959
296,50.867903999999996,4.390696,81.73152426770001
297,50.827873,4.288707,62.9668989318
298,50.809334,4.345243,84.1459358039
299,50.864622,4.297878,66.710135421
300,50.862704,4.381289,73.9066280355
301,50.871390999999996,4.323914,71.1340580299
302,50.810322,4.435789,76.7783417243
303,50.889523,4.3159529999999995,66.6600238788
304,50.841707,4.370986,61.4008508903
305,50.873012,4.341687,76.0527870076
306,50.839554,4.312311,55.6059862308
307,50.827106,4.2925,73.9549985055
308,50.817507,4.366498,83.8734698308
309,50.813724,4.384205000000001,61.6608872979
310,50.8377,4.2887260000000005,80.6914290024
311,50.851073,4.452706,71.93896763720001
312,50.824913,4.297248000000001,75.1399918203
313,50.87453,4.385378,67.72113476770001
314,50.826603000000006,4.397117,88.7480163458
315,50.810875,4.3291580000000005,79.9585255857
316,50.857319,4.386724,80.4903853552
317,50.795704,4.373631,62.1369312726
318,50.851562,4.332924,74.25131940680001
319,50.801434,4.392831,65.854832127
320,50.821567,4.356508,72.9389813864
321,50.893158,4.376931,49.5888810612
322,50.837326000000004,4.293932,62.051770852
323,50.832565,4.294311,72.1587172494
324,50.838411,4.3730199999999995,64.1335131941
325,50.83795,4.353019000000001,64.669227351
326,50.815019,4.371982,67.2092026481
327,50.832871999999995,4.37483,61.3202421257
328,50.842319,4.406295,71.58515543840001
329,50.835797,4.401599,54.7699059658
330,50.855593,4.439625,65.42609246
331,50.816002000000005,4.295121,64.0516170237
332,50.869203999999996,4.291663,67.6554981801
333,50.849681,4.375312,72.3674245333
334,50.855358,4.339465000000001,65.7226614057
335,50.803791,4.333321,70.5791503184
336,50.864656,4.394448000000001,65.8663886407
337,50.879668,4.33425,60.251589968000005
338,50.836864,4.317321,60.8126910815
339,50.841570000000004,4.46577,85.1274876709
340,50.814264,4.443479,64.1130886905
341,50.877501,4.380315,65.7374033112
342,50.816338,4.433895,71.53704598770001
343,50.817161999999996,4.280012,78.9897554476
344,50.827399,4.355281,67.6222090507
345,50.867773,4.335217,60.9452905171
346,50.841345000000004,4.351729,69.3739588173
347,50.880887,4.374248000000001,80.5187830018
